ObjectID,RevisitID,Reporter,OccStatus,Status,RevisitDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Abundance,InfestAcre,GrossAcre,PercentCov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Incidence,Severity,ManageStat,PopStat,RecBasis,UUID,RecSrcTyp,VisitType,PlantTreat,TreatComm,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"2647796","9317566",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-09-12,05-28-14,,"Moore, North Carolina, United States","  35.21754"," -79.52289",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Sapling cut and stump sprayed with Pathfinder II herbicide.,,,,Verified,,
"2647989","9318031",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-30-13,02-24-15,02-24-15,"Moore, North Carolina, United States","  35.28416"," -79.60304",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Basal bark treatment with Pathfinder II herbicide.,,,,Verified,,
"2648042","9318030",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-30-13,02-24-15,02-24-15,"Moore, North Carolina, United States","  35.28445"," -79.60530",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut sapling and sprayed the stump with Pathfinder II herbicide.,,,,Verified,,
"2648046","9318033",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-30-13,02-24-15,02-24-15,"Moore, North Carolina, United States","  35.28191"," -79.60329",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Basal bark treatment with Pathfinder II herbicide.,,,,Verified,,
"2648051","9318032",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-30-13,02-24-15,02-24-15,"Moore, North Carolina, United States","  35.28349"," -79.60280",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Basal bark treatment with Pathfinder II herbicide.,,,,Verified,,
"2648106","9317362",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,05-27-11,05-14-14,,"Moore, North Carolina, United States","  35.17046"," -79.37623",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with 41% glyphosate herbicide.,,,,Verified,,
"2648106","9317363",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-09-12,05-14-14,,"Moore, North Carolina, United States","  35.17046"," -79.37623",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut re-sprouts and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"2816550","9317307",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,05-15-09,05-14-14,,"Hoke, North Carolina, United States","  35.11483"," -79.37860",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Foliar treatment with 4% glyphosate herbicide.,,,,Verified,,
"2816550","9317308",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-02-10,05-14-14,,"Hoke, North Carolina, United States","  35.11483"," -79.37860",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Foliar treatment with 4% glyphosate herbicide.,,,,Verified,,
"2816551","9317418",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,05-20-09,05-28-14,,"Hoke, North Carolina, United States","  35.01218"," -79.31031",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with 30% glyphosate herbicide.,,,,Verified,,
"2816555","9317977",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-21-09,01-31-15,,"Scotland, North Carolina, United States","  34.97125"," -79.46309",WGS84,,,0.03,,,,,,,,,,,,,,Web Report,Treatment,,,Cut trees and sprayed the stumps with 41% glyphosate.,,,,Verified,,
"2816555","9317978",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,06-07-10,01-31-15,,"Scotland, North Carolina, United States","  34.97125"," -79.46309",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Foliar treatment of sprouts with 4% glyphosate solution.,,,,Verified,,
"2816556","9317979",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-21-09,01-31-15,,"Scotland, North Carolina, United States","  34.97090"," -79.46300",WGS84,,,0.01,,,,,,,,,,,,,,Web Report,Treatment,,,Cut trees and sprayed the stumps with 41% glyphosate.,,,,Verified,,
"2816556","9317980",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,06-07-10,01-31-15,,"Scotland, North Carolina, United States","  34.97090"," -79.46300",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Foliar treatment of sprouts with 4% glyphosate solution.,,,,Verified,,
"2816557","9317983",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,06-07-10,01-31-15,,"Scotland, North Carolina, United States","  34.97158"," -79.46324",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Hack and squirt with 41% glyphosate.,,,,Verified,,
"2816557","9317984",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,06-07-10,01-31-15,,"Scotland, North Carolina, United States","  34.97158"," -79.46324",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Foliar treatment of seedlings with 4% glyphosate solution.,,,,Verified,,
"2816558","9317854",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,09-02-09,01-27-15,,"Richmond, North Carolina, United States","  35.12198"," -79.63051",WGS84,,,0.05,,,,,,,,,,,,,,Web Report,Treatment,,,Cut trees and spray the stumps with 41% glyphosate.,,,,Verified,,
"2816558","9317855",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,05-28-10,01-27-15,,"Richmond, North Carolina, United States","  35.12198"," -79.63051",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Foliar spray sprouts with 5% glyphosate solution.,,,,Verified,,
"2816558","9317856",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,07-08-11,01-27-15,,"Richmond, North Carolina, United States","  35.12198"," -79.63051",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Foliar spray sprouts with 5% glyphosate solution.,,,,Verified,,
"2816558","9317857",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,09-25-12,01-27-15,,"Richmond, North Carolina, United States","  35.12198"," -79.63051",WGS84,,,,,,,,,,,,,,,,,Web Report,Monitoring,,,No plants observed.,,,,Verified,,
"2816559","9317858",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,05-28-10,01-27-15,,"Richmond, North Carolina, United States","  35.12473"," -79.63429",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Foliar spray saplings with 4% glyphosate solution.,,,,Verified,,
"2816559","9317859",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,07-22-10,01-27-15,,"Richmond, North Carolina, United States","  35.12473"," -79.63429",WGS84,,,0,,,,,,,,,,,,,,Web Report,Monitoring,,,Foliar spray sprouts with 4% glyphosate solution.,,,,Verified,,
"2816562","9318203",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,06-22-10,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.16029"," -79.37655",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Saplings sprayed with 4% glyphosate herbicide solution.,,,,Verified,,
"2816562","9318204",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,10-16-13,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.16029"," -79.37655",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,New saplings cut and stumps sprayed with triclopyr 4 herbicide.,,,,Verified,,
"2816565","9318193",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,09-19-09,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.16345"," -79.37315",WGS84,,,0.06,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with 41% glyphosate herbicide.,,,,Verified,,
"2816565","9318194",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,08-03-10,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.16345"," -79.37315",WGS84,,,0.02,,,,,,,,,,,,,,Web Report,Treatment,,,Basal bark treatment with Pathfinder II herbicide.,,,,Verified,,
"2816566","9317364",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-10-10,05-14-14,,"Moore, North Carolina, United States","  35.17315"," -79.37529",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with 41% glyphosate herbicide.,,,,Verified,,
"2816567","9317338",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-10-10,05-14-14,,"Moore, North Carolina, United States","  35.16937"," -79.37956",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Foliar treatment with 4% glyphosate herbicide.,,,,Verified,,
"2816568","9318173",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,07-31-13,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.16937"," -79.38254",WGS84,,,0.09,,,,,,,,,,,,,,Web Report,Treatment,,,Trees cut and stumps sprayed with Pathfinder II herbicide.,,,,Verified,,
"2816569","9317337",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-10-10,05-14-14,,"Moore, North Carolina, United States","  35.17065"," -79.37949",WGS84,,,0.01,,,,,,,,,,,,,,Web Report,Treatment,,,Trees cut and stumps sprayed with 53% glyphosate herbicide.,,,,Verified,,
"2816570","9317339",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-10-10,05-14-14,,"Moore, North Carolina, United States","  35.16855"," -79.37913",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Foliar treatment with 4% glyphosate herbicide.,,,,Verified,,
"2816575","9317544",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-09-10,05-28-14,,"Moore, North Carolina, United States","  35.33841"," -79.48763",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut trees and sprayed the stumps with 53% glyphosate herbicide.,,,,Verified,,
"2816579","9317547",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-18-10,05-28-14,,"Scotland, North Carolina, United States","  34.90001"," -79.35470",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut trees and sprayed the stumps with 53% glyphosate herbicide.,,,,Verified,,
"2816580","9318001",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,06-23-10,02-24-15,02-24-15,"Richmond, North Carolina, United States","  35.01664"," -79.62131",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with 53% glyphosate.,,,,Verified,,
"2816582","9317987",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-08-10,01-31-15,,"Scotland, North Carolina, United States","  34.97181"," -79.46374",WGS84,,,0.11,,,,,,,,,,,,,,Web Report,Treatment,,,Foliar treatment over several days with 4% glyphosate solution.,,,,Verified,,
"2816582","9317988",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,07-16-11,01-31-15,,"Scotland, North Carolina, United States","  34.97181"," -79.46374",WGS84,,,0.06,,,,,,,,,,,,,,Web Report,Treatment,,,Numerous root sprouts!  Cut sprouts and sprayed the stumps with Pathfinder II herbicide.  Several additional treatments in August 2011 to ensure comtrol.,,,,Verified,,
"2816582","9317989",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,10-16-12,01-31-15,,"Scotland, North Carolina, United States","  34.97181"," -79.46374",WGS84,,,0.01,,,,,,,,,,,,,,Web Report,Monitoring,,,Still a good number of root sprouts!  Basal bark and cut stump treatment with Pathfinder II herbicide.,,,,Verified,,
"2866576","11576475",Jake Pryanovich Salt Lake City Corporation,Undetected,Negative,10-17-23,10-17-23,,"Salt Lake, Utah, United States","  40.79110","-111.87040",WGS84,"0",,,,,<5%,,,,,,,Not Found,,Human Observation,,iPhone,,,,Reporting revisit on tree of heaven. No tree of heaven exist in this location currently.,,,,Verified,,
"3058314","9424785","Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",Detected,Treated,12-07-20,12-07-20,12-07-20,"Merrimack, New Hampshire, United States","  43.20856"," -71.53185",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"3058316","9424823","Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",Detected,Treated,12-07-20,12-07-20,12-07-20,"Hillsborough, New Hampshire, United States","  42.83759"," -71.64762",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"3058317","9424762","Douglas Cygan New Hampshire Department of Agriculture, Markets & Food",Undetected,Eradicated,12-07-20,12-07-20,12-07-20,"Belknap, New Hampshire, United States","  43.44310"," -71.59020",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"3121174","9317658",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,09-06-13,07-16-14,,"Moore, North Carolina, United States","  35.20817"," -79.55081",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"3121389","9317506",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,09-25-13,05-28-14,,"Moore, North Carolina, United States","  35.10845"," -79.41647",WGS84,,,0.01,,,,,,,,,,,,,,Web Report,Treatment,,,Basal bark and cut stump treatments with Pathfinder II herbicide.,,,,Verified,,
"3121500","9317607",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,08-29-13,05-28-14,,"Moore, North Carolina, United States","  35.15187"," -79.53000",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"3121869","9317608",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,08-29-13,05-28-14,,"Moore, North Carolina, United States","  35.15637"," -79.51769",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut sapling and sprayed the stump with Pathfinder II herbicide.,,,,Verified,,
"3122345","9317572",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-24-13,05-28-14,,"Moore, North Carolina, United States","  35.33019"," -79.49965",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut trees/saplings and sprayed the stumps with triclopyr 4 herbicide.,,,,Verified,,
"3122558","9317867",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,09-23-13,01-27-15,,"Hoke, North Carolina, United States","  35.05112"," -79.37917",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and spray the stumps with Pathfinder II herbicide.,,,,Verified,,
"3123028","9318084",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-02-13,02-24-15,02-24-15,"Hoke, North Carolina, United States","  34.96132"," -79.35790",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"3123039","9318091",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-02-13,02-24-15,02-24-15,"Hoke, North Carolina, United States","  34.95832"," -79.34640",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"3123369","9317945",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,09-27-13,01-31-15,,"Cumberland, North Carolina, United States","  35.19860"," -78.83386",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"3123380","9318171",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,08-28-13,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.22196"," -79.29023",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Saplings cut and stumps sprayed with Pathfinder II herbicide.,,,,Verified,,
"3123425","9317416",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,09-05-13,05-28-14,,"Moore, North Carolina, United States","  35.14319"," -79.35538",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut seedlings and sprayed the stumps with Pathfinder II herbicide.,,,,Verified,,
"3123447","9317226",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,08-30-13,05-07-14,,"Moore, North Carolina, United States","  35.25610"," -79.54076",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Saplings cut and stumps sprayed with Pathfinder II herbicide.,,,,Verified,,
"3123458","9318185",Tracy Rush NC Sandhills Weed Management Area,Detected,Positive,09-06-13,07-05-15,07-05-15,"Moore, North Carolina, United States","  35.21338"," -79.54943",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Saplings cut and stumps sprayed with Pathfinder II herbicide.,,,,Verified,,
"3123678","9317511",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-04-13,05-28-14,,"Moore, North Carolina, United States","  35.22563"," -79.34710",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with triclopyr 4 herbicide.,,,,Verified,,
"3123679","9317508",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-04-13,05-28-14,,"Moore, North Carolina, United States","  35.23765"," -79.34994",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and spray the stumps with triclopyr 4 herbicide.,,,,Verified,,
"3123680","9317509",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-04-13,05-28-14,,"Moore, North Carolina, United States","  35.23667"," -79.35018",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and spray the stumps with triclopyr 4 herbicide.,,,,Verified,,
"3123681","9317510",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-04-13,05-28-14,,"Moore, North Carolina, United States","  35.23616"," -79.35010",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with triclopyr 4 herbicide.,,,,Verified,,
"3123712","9317599",Tracy Rush NC Sandhills Weed Management Area,Detected,Treated,10-09-13,05-28-14,,"Richmond, North Carolina, United States","  35.09157"," -79.61471",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,Cut saplings and sprayed the stumps with triclopyr 4 herbicide.,,,,Verified,,
"3175294","9321454",Carole Gernes City of Maplewood,Detected,Treated,09-20-17,09-20-17,09-20-17,"Ramsey, Minnesota, United States","  44.95717"," -93.10358",WGS84,,,0,,,,,,,,,,,,,,Web Report,Treatment,,,"Area was checked to look for any missed stems.  Property owners were contacted and asked to cut and treat leafy basal branches with recommended herbicide; to grind roots and stumps and spread on site, in case herbicide did not have enough time to kill all parts before building demolition.",,,,Verified,,
"4107991","9615213",Alexis Koronkiewicz ,Undetected,Eradicated,11-08-21,11-08-21,,"Champaign, Illinois, United States","  40.05141"," -88.00313",WGS84,,,1,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,Tree was not visible in the area,,,,Verified,,
"4206190","9411372",Tricia Bethke The Morton Arboretum,Detected,Positive,08-20-20,08-21-20,,"Union, Illinois, United States","  37.52952"," -89.27091",WGS84,,,0.11,,,5-25%,,,,,,,,,,,iPhone,,,,,,,,Not Verified,,
"4242220","9318158",Mary Welz Monroe County Identify and Reduce Invasive Species,Detected,Positive,06-23-15,06-23-15,06-23-15,"Monroe, Indiana, United States","  39.15319"," -86.53831",WGS84,,,,,,,,,,,,,,,,,Web Report,Monitoring,,,,,,,Verified,,
"4427130","10775124",Brian Finch Indiana Department of Natural Resources,Detected,Treated,12-15-22,12-16-22,,"Orange, Indiana, United States","  38.44241"," -86.65414",WGS84,,,0.7,,,<5%,,,,,,,,,,,Android,Treatment,,Basal Bark Oil + Garlon 4 Ultra 20% Solution,"Located two large adult trees (>6"" diameter) that were likely sources of multiple stems and sprouts. Utilized hatchet to implement hack-and-squirt method of control on the large trees. Poles and stems were basal bark treated.",,,,Verified,,
